,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,business_code_enc,day_of_cleardate,month_of_cleardate,year_of_cleardate,day_of_postingdate,month_of_postingdate,year_of_postingdate,day_of_due,month_of_due,year_of_due,day_of_createdate,month_of_createdate,year_of_createdate,cust_payment_terms_enc,name_customer_enc,Aging Bucket
3880,U001,200772670,ASSOCIAT trust,2020-05-01 05:47:47.390625000,2020.0,1930791281.0,2020-04-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,2020-04-15 00:00:00.000000000,NAU5,803.34,60,,,,15,4,2020,30,4,2020,15,4,2020,42,196,0-15
3881,U001,200759878,SA co,2020-04-13 10:33:41.117187500,2020.0,1930692967.0,2020-03-29 00:00:00.000000000,2020-04-13 00:00:00.000000000,2020-03-29 00:00:00.000000000,NAH4,23036.74,60,,,,29,3,2020,13,4,2020,29,3,2020,32,2365,0-15
3882,U001,200769623,WAL-MAR systems,2020-04-01 17:53:27.343750000,2020.0,1930647699.0,2020-03-15 00:00:00.000000000,2020-03-30 00:00:00.000000000,2020-03-15 00:00:00.000000000,NAH4,7470.08,60,,,,15,3,2020,30,3,2020,15,3,2020,32,2972,0-15
3883,U001,200772670,ASSOCIAT systems,2020-04-13 02:45:17.515625000,2020.0,1930711986.0,2020-03-27 00:00:00.000000000,2020-04-11 00:00:00.000000000,2020-03-27 00:00:00.000000000,NAU5,53461.99,60,,,,27,3,2020,11,4,2020,27,3,2020,42,195,0-15
3884,U001,200769623,WAL-MAR foundation,2020-04-03 19:23:03.703125000,2020.0,1930660478.0,2020-03-17 00:00:00.000000000,2020-04-01 00:00:00.000000000,2020-03-17 00:00:00.000000000,NAH4,41949.66,60,,,,17,3,2020,1,4,2020,17,3,2020,32,2969,0-15
3885,U001,200729942,SA foundation,2020-05-18 15:09:38.640625000,2020.0,1930843502.0,2020-05-01 00:00:00.000000000,2020-05-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAA8,17014.73,60,,,,1,5,2020,16,5,2020,1,5,2020,19,2368,0-15
3886,U001,200965912,C&S W llc,2020-04-15 14:46:12.105468750,2020.0,1930724470.0,2020-03-31 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-03-31 00:00:00.000000000,NAC6,104857.97,60,,,,31,3,2020,15,4,2020,31,3,2020,24,434,0-15
3887,U001,200769623,WAL-MAR us,2020-03-29 01:01:55.562500000,2020.0,1930645736.0,2020-03-13 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAH4,3421.92,60,,,,13,3,2020,28,3,2020,13,3,2020,32,2974,0-15
3888,U001,200769623,WAL-MAR llc,2020-04-26 09:45:06.593750000,2020.0,1930768249.0,2020-04-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-09 00:00:00.000000000,NAH4,24186.8,60,,,,9,4,2020,24,4,2020,9,4,2020,32,2971,0-15
3889,U001,200726979,BJ'S  corporation,2020-05-11 12:23:00.320312500,2020.0,1930827401.0,2020-04-26 00:00:00.000000000,2020-05-11 00:00:00.000000000,2020-04-26 00:00:00.000000000,NAA8,107.17,60,,,,26,4,2020,11,5,2020,26,4,2020,19,325,0-15
3890,U002,200978592,PLAZA associates,2020-04-12 08:16:40.156250000,2020.0,1990571531.0,2020-03-03 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-03 00:00:00.000000000,NAG2,69671.04,60,,,,3,3,2020,7,4,2020,3,3,2020,30,2118,0-15
3891,U001,200772595,SAFEW associates,2020-05-14 04:57:59.406250000,2020.0,1930660815.0,2020-03-16 00:00:00.000000000,2020-05-20 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAGD,6797.12,60,,,,16,3,2020,20,5,2020,16,3,2020,31,2376,
3892,U001,200418007,AM co,2020-05-07 22:29:04.937500000,2020.0,1930653326.0,2020-03-16 00:00:00.000000000,2020-05-20 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAGD,184.56,60,,,,16,3,2020,20,5,2020,16,3,2020,31,89,
3893,U001,200418007,AM in,2020-04-27 18:48:42.359375000,2020.0,1930780223.0,2020-04-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,2020-04-15 00:00:00.000000000,NAA8,1192.0,60,,,,15,4,2020,30,4,2020,15,4,2020,19,93,
3894,CA02,100035505,COUN systems,2020-05-07 21:14:33.875000000,2020.0,2960627976.0,2020-04-19 00:00:00.000000000,2020-05-01 00:00:00.000000000,2020-04-21 00:00:00.000000000,CA10,9348.633,60,,,,19,4,2020,1,5,2020,21,4,2020,4,2896,0-15
3895,U001,200781803,JRD trust,2020-04-20 03:33:58.820312500,2020.0,1930729133.0,2020-04-01 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAD1,1741.0,60,,,,1,4,2020,21,4,2020,1,4,2020,26,1426,
3896,U001,200646464,CUSTOMI in,2020-04-20 11:13:15.562500000,2020.0,1930725322.0,2020-03-31 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-03-31 00:00:00.000000000,NAA8,9264.32,60,,,,31,3,2020,15,4,2020,31,3,2020,19,2896,0-15
3897,U001,200769623,WAL-MAR corp,2020-03-19 19:21:13.609375000,2020.0,1930580088.0,2020-03-02 00:00:00.000000000,2020-03-17 00:00:00.000000000,2020-03-02 00:00:00.000000000,NAH4,31977.16,60,,,,2,3,2020,17,3,2020,2,3,2020,32,2967,0-15
3898,U001,200769623,WAL-MAR co,2020-04-18 19:00:16.062500000,2020.0,1930732404.0,2020-04-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAH4,14196.58,60,,,,1,4,2020,16,4,2020,1,4,2020,32,2966,0-15
3899,U001,200769623,WAL-MAR systems,2020-04-13 10:04:43.703125000,2020.0,1930714002.0,2020-03-29 00:00:00.000000000,2020-04-13 00:00:00.000000000,2020-03-29 00:00:00.000000000,NAH4,2555.59,60,,,,29,3,2020,13,4,2020,29,3,2020,32,2972,0-15
3900,U001,200704045,RA foundation,2020-03-27 22:31:41.093750000,2020.0,1930642643.0,2020-03-11 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-11 00:00:00.000000000,NAA8,777.41,60,,,,11,3,2020,26,3,2020,11,3,2020,19,2225,0-15
3901,U001,200799538,UNITE co,2020-06-09 06:19:14.500000000,2020.0,1930780569.0,2020-04-12 00:00:00.000000000,2020-06-16 00:00:00.000000000,2020-04-12 00:00:00.000000000,NAGD,5969.82,60,,,,12,4,2020,16,6,2020,12,4,2020,31,2862,
3902,U001,200785971,SYSCO  corp,2020-04-07 22:52:10.531250000,2020.0,1930675959.0,2020-03-20 00:00:00.000000000,2020-04-04 00:00:00.000000000,2020-03-20 00:00:00.000000000,NAA8,9069.45,60,,,,20,3,2020,4,4,2020,20,3,2020,19,2693,0-15
3903,U001,200752302,KROGER corp,2020-04-18 04:46:23.187500000,2020.0,1930725344.0,2020-04-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,2020-04-02 00:00:00.000000000,NAA8,13678.14,60,,,,2,4,2020,17,4,2020,2,4,2020,19,1558,0-15
3904,U001,200726979,BJ'S  in,2020-05-16 02:37:10.671875000,2020.0,1930829777.0,2020-04-29 00:00:00.000000000,2020-05-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,NAA8,123579.01,60,,,,29,4,2020,14,5,2020,29,4,2020,19,327,0-15
3905,U001,200705742,DOT us,2020-04-17 05:56:36.562500000,2020.0,1930705930.0,2020-03-26 00:00:00.000000000,2020-04-27 00:00:00.000000000,2020-03-26 00:00:00.000000000,NA32,19233.77,60,,,,26,3,2020,27,4,2020,26,3,2020,12,834,
3906,U001,200707822,PUBLI associates,2020-05-02 10:22:14.421875000,2020.0,1930778775.0,2020-04-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,2020-04-15 00:00:00.000000000,NAA8,63558.17,60,,,,15,4,2020,30,4,2020,15,4,2020,19,2183,0-15
3907,U001,200739534,OK trust,2020-04-30 23:56:31.195312500,2020.0,1930792884.0,2020-04-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,2020-04-15 00:00:00.000000000,NAA8,75599.56,60,,,,15,4,2020,30,4,2020,15,4,2020,19,1988,0-15
3908,U001,200759878,SA foundation,2020-04-05 18:50:50.500000000,2020.0,1930659383.0,2020-03-20 00:00:00.000000000,2020-04-04 00:00:00.000000000,2020-03-20 00:00:00.000000000,NAH4,34649.92,60,,,,20,3,2020,4,4,2020,20,3,2020,32,2368,0-15
3909,U001,200020431,DEC trust,2020-04-12 19:58:32.187500000,2020.0,1930767711.0,2020-04-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAM4,210.12,60,,,,9,4,2020,24,4,2020,1,4,2020,36,722,
3910,U001,200769623,WAL-MAR us,2020-04-10 10:43:11.078125000,2020.0,1930696288.0,2020-03-26 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAH4,352.33,60,,,,26,3,2020,10,4,2020,26,3,2020,32,2974,0-15
3911,U001,200759878,SA in,2020-04-12 10:33:41.117187500,2020.0,1930703561.0,2020-03-28 00:00:00.000000000,2020-04-12 00:00:00.000000000,2020-03-28 00:00:00.000000000,NAH4,29415.6,60,,,,28,3,2020,12,4,2020,28,3,2020,32,2369,0-15
3912,U001,200794332,COST corporation,2020-03-30 04:27:41.125000000,2020.0,1930651963.0,2020-03-16 00:00:00.000000000,2020-03-31 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAAX,1477.56,60,,,,16,3,2020,31,3,2020,16,3,2020,21,627,
3913,U001,200749225,SUPER  trust,2020-05-24 01:19:33.218750000,2020.0,1930658373.0,2020-03-17 00:00:00.000000000,2020-05-21 00:00:00.000000000,2020-03-17 00:00:00.000000000,NAGD,20433.33,60,,,,17,3,2020,21,5,2020,17,3,2020,31,2645,0-15
3914,U001,200705742,DOT associates,2020-04-28 21:11:44.187500000,2020.0,1930809434.0,2020-04-21 00:00:00.000000000,2020-05-11 00:00:00.000000000,2020-04-21 00:00:00.000000000,NAD1,4823.4,60,,,,21,4,2020,11,5,2020,21,4,2020,26,825,
3915,U001,200780383,MEIJ us,2020-04-17 08:45:10.109375000,2020.0,1930732435.0,2020-04-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAA8,20091.8,60,,,,1,4,2020,16,4,2020,1,4,2020,19,1819,0-15
3916,U001,200742521,GLA corporation,2020-04-11 20:03:16.046875000,2020.0,1930703773.0,2020-03-27 00:00:00.000000000,2020-04-11 00:00:00.000000000,2020-03-27 00:00:00.000000000,NAA8,33454.95,60,,,,27,3,2020,11,4,2020,27,3,2020,19,1071,0-15
3917,U001,200726979,BJ'S  associates,2020-03-24 00:38:20.417968750,2020.0,1930629667.0,2020-03-09 00:00:00.000000000,2020-03-24 00:00:00.000000000,2020-03-09 00:00:00.000000000,NAA8,361.11,60,,,,9,3,2020,24,3,2020,9,3,2020,19,322,0-15
3918,U001,200781803,JRD llc,2020-04-29 02:57:14.687500000,2020.0,1930785882.0,2020-04-14 00:00:00.000000000,2020-05-04 00:00:00.000000000,2020-04-14 00:00:00.000000000,NAD1,2312.57,60,,,,14,4,2020,4,5,2020,14,4,2020,26,1424,
3919,CA02,140105785,SHOPPE associates,2020-04-21 10:45:47.750000000,2020.0,2960623725.0,2020-03-24 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-31 00:00:00.000000000,CA10,35333.297999999995,60,,,,24,3,2020,10,4,2020,31,3,2020,4,2470,0-15
3920,U001,200780825,SYSCO FO ,2020-03-26 10:25:57.078125000,2020.0,1930632433.0,2020-03-10 00:00:00.000000000,2020-03-25 00:00:00.000000000,2020-03-10 00:00:00.000000000,NAA8,3526.91,60,,,,10,3,2020,25,3,2020,10,3,2020,19,2712,0-15
3921,U001,100001196,DOLLAR in,2020-05-10 00:57:02.453125000,2020.0,1930826584.0,2020-04-27 00:00:00.000000000,2020-05-12 00:00:00.000000000,2020-04-27 00:00:00.000000000,NAA8,7067.59,60,,,,27,4,2020,12,5,2020,27,4,2020,19,814,
3922,U001,200767729,PERFOR foundation,2020-03-28 18:38:15.484375000,2020.0,1930624633.0,2020-03-11 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-11 00:00:00.000000000,NAA8,28712.9,60,,,,11,3,2020,26,3,2020,11,3,2020,19,2072,0-15
3923,U001,200762301,C&S WH corp,2020-03-28 23:32:13.898437500,2020.0,1930653648.0,2020-03-15 00:00:00.000000000,2020-03-30 00:00:00.000000000,2020-03-15 00:00:00.000000000,NAC6,153595.76,60,,,,15,3,2020,30,3,2020,15,3,2020,24,441,
3924,U001,200772670,ASSOCIAT foundation,2020-05-12 19:34:08.343750000,2020.0,1930847757.0,2020-05-01 00:00:00.000000000,2020-05-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAU5,41801.63,60,,,,1,5,2020,16,5,2020,1,5,2020,42,192,
3925,U001,200769623,WAL-MAR corp,2020-05-05 22:36:16.812500000,2020.0,1930809872.0,2020-04-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,NAH4,21700.76,60,,,,23,4,2020,8,5,2020,23,4,2020,32,2967,
3926,U001,2013,KRAFT F in,2020-04-11 03:28:58.000000000,2020.0,1930592936.0,2020-03-02 00:00:00.000000000,2020-03-02 00:00:00.000000000,2020-03-02 00:00:00.000000000,NAX2,12297.6,60,,,,2,3,2020,2,3,2020,2,3,2020,59,1509,31-45
3927,U001,200779906,BOZZU in,2020-03-20 01:08:30.046875000,2020.0,1930587544.0,2020-03-03 00:00:00.000000000,2020-03-18 00:00:00.000000000,2020-03-03 00:00:00.000000000,NAA8,8745.22,60,,,,3,3,2020,18,3,2020,3,3,2020,19,350,0-15
3928,CA02,140104429,COSTCO associates,2020-03-25 16:09:31.062500000,2020.0,2960618208.0,2020-03-02 00:00:00.000000000,2020-03-20 00:00:00.000000000,2020-03-10 00:00:00.000000000,CA10,12959.835,60,,,,2,3,2020,20,3,2020,10,3,2020,4,635,0-15
3929,U001,200820380,SMITH'S co,2020-04-13 03:26:59.804687500,2020.0,1930708893.0,2020-03-28 00:00:00.000000000,2020-04-12 00:00:00.000000000,2020-03-28 00:00:00.000000000,NAA8,18393.22,60,,,,28,3,2020,12,4,2020,28,3,2020,19,2510,0-15
3930,U001,200769623,WAL-MAR us,2020-03-23 10:21:59.531250000,2020.0,1930595427.0,2020-03-05 00:00:00.000000000,2020-03-20 00:00:00.000000000,2020-03-05 00:00:00.000000000,NAH4,16366.52,60,,,,5,3,2020,20,3,2020,5,3,2020,32,2974,0-15
3931,U001,200803720,DEC corporation,2020-04-23 08:49:04.000000000,2020.0,1930820091.0,2020-04-23 00:00:00.000000000,2020-05-09 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAM4,1988.44,60,,,,23,4,2020,9,5,2020,16,4,2020,36,717,
3932,U001,200744019,TARG corp,2020-05-08 05:25:57.437500000,2020.0,1930799963.0,2020-04-18 00:00:00.000000000,2020-05-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,NAA8,16287.29,60,,,,18,4,2020,3,5,2020,18,4,2020,19,2762,0-15
3933,U001,200769623,WAL-MAR ,2020-05-06 14:21:11.312500000,2020.0,1930825731.0,2020-04-26 00:00:00.000000000,2020-05-11 00:00:00.000000000,2020-04-26 00:00:00.000000000,NAH4,4418.36,60,,,,26,4,2020,11,5,2020,26,4,2020,32,2964,
3934,U001,200895843,US  llc,2020-03-17 07:51:27.875000000,2020.0,1930576049.0,2020-02-27 00:00:00.000000000,2020-03-13 00:00:00.000000000,2020-02-27 00:00:00.000000000,NAA8,40291.5,60,,,,27,2,2020,13,3,2020,27,2,2020,19,2885,0-15
3935,U001,200644313,DAVISCO llc,2020-04-15 17:08:43.500000000,2020.0,1930701003.0,2020-03-25 00:00:00.000000000,2020-04-04 00:00:00.000000000,2020-03-25 00:00:00.000000000,NA10,4851.25,60,,,,25,3,2020,4,4,2020,25,3,2020,9,2896,0-15
3936,U001,200793568,SUPE corp,2020-03-20 08:11:51.648437500,2020.0,1930594659.0,2020-03-04 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAA8,771.72,60,,,,4,3,2020,19,3,2020,4,3,2020,19,2629,0-15
3937,U001,200418007,AM foundation,2020-05-17 19:05:08.625000000,2020.0,1930845036.0,2020-05-05 00:00:00.000000000,2020-05-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,NAA8,9351.41,60,,,,5,5,2020,20,5,2020,5,5,2020,19,92,
3938,U001,200769623,WAL-MAR corporation,2020-05-19 04:16:51.906250000,2020.0,1930871036.0,2020-05-06 00:00:00.000000000,2020-05-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,NAH4,35800.17,60,,,,6,5,2020,21,5,2020,6,5,2020,32,2968,
3939,U013,100009932,SYSCO IN corporation,2020-04-04 09:37:07.828125000,2020.0,1991839671.0,2020-03-04 00:00:00.000000000,2020-04-03 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAVE,25259.51,60,,,,4,3,2020,3,4,2020,4,3,2020,49,2726,0-15
3940,U001,200078795,H T H in,2020-03-21 06:01:41.625000000,2020.0,1930638154.0,2020-03-11 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-11 00:00:00.000000000,NAA8,2326.9,60,,,,11,3,2020,26,3,2020,11,3,2020,19,1190,
3941,U001,200790165,CONSO systems,2020-04-06 02:48:14.187500000,2020.0,1930648998.0,2020-03-13 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAA8,38370.4,60,,,,13,3,2020,28,3,2020,13,3,2020,19,604,0-15
3942,U001,200561861,CO associates,2020-03-16 06:20:21.234375000,2020.0,1930581474.0,2020-02-28 00:00:00.000000000,2020-03-14 00:00:00.000000000,2020-02-28 00:00:00.000000000,NAA8,27787.1,60,,,,28,2,2020,14,3,2020,28,2,2020,19,548,0-15
3943,U013,140103480,PRIC corp,2020-04-17 04:52:04.398437500,2020.0,1991840412.0,2020-03-02 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-03-02 00:00:00.000000000,NAVF,10852.2,60,,,,2,3,2020,16,4,2020,2,3,2020,50,2158,0-15
3944,U001,200726979,BJ'S  in,2020-04-27 23:52:47.484375000,2020.0,1930780629.0,2020-04-12 00:00:00.000000000,2020-04-27 00:00:00.000000000,2020-04-12 00:00:00.000000000,NAA8,1021.29,60,,,,12,4,2020,27,4,2020,12,4,2020,19,327,0-15
3945,U001,200704858,WAKE associates,2020-05-09 21:43:28.968750000,2020.0,1930803115.0,2020-04-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,NAA8,66861.41,60,,,,20,4,2020,5,5,2020,20,4,2020,19,2938,0-15
3946,U001,200780383,MEIJ associates,2020-04-09 12:39:16.953125000,2020.0,1930686455.0,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAA8,30.54,60,,,,23,3,2020,7,4,2020,23,3,2020,19,1810,0-15
3947,U001,200759878,SA foundation,2020-04-11 12:12:03.871093750,2020.0,1930705569.0,2020-03-27 00:00:00.000000000,2020-04-11 00:00:00.000000000,2020-03-27 00:00:00.000000000,NAH4,18828.0,60,,,,27,3,2020,11,4,2020,27,3,2020,32,2368,0-15
3948,CA02,140105652,DOLLAR systems,2020-05-05 19:26:44.453125000,2020.0,2960628708.0,2020-04-14 00:00:00.000000000,2020-05-03 00:00:00.000000000,2020-04-23 00:00:00.000000000,CA10,8603.315,60,,,,14,4,2020,3,5,2020,23,4,2020,4,816,0-15
3949,U001,100031704,DELHAIZE foundation,2020-04-17 05:59:34.984375000,2020.0,1930724748.0,2020-04-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAA8,109798.93,60,,,,1,4,2020,16,4,2020,1,4,2020,19,745,0-15
3950,CA02,140105847,GORDON F associates,2020-04-02 00:58:15.843750000,2020.0,2960621133.0,2020-03-16 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-18 00:00:00.000000000,CA10,21590.309999999998,60,,,,16,3,2020,28,3,2020,18,3,2020,4,1119,0-15
3951,U001,200759878,SA us,2020-03-29 10:26:38.507812500,2020.0,1930642019.0,2020-03-13 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAH4,67198.5,60,,,,13,3,2020,28,3,2020,13,3,2020,32,2373,0-15
3952,U001,200707005,KING S us,2020-03-14 13:28:31.875000000,2020.0,1930566095.0,2020-02-27 00:00:00.000000000,2020-03-13 00:00:00.000000000,2020-02-27 00:00:00.000000000,NAA8,10589.51,60,,,,27,2,2020,13,3,2020,27,2,2020,19,1483,0-15
3953,CA02,140104392,FLANAG associates,2020-03-29 02:27:19.687500000,2020.0,2960619321.0,2020-03-09 00:00:00.000000000,2020-03-23 00:00:00.000000000,2020-03-13 00:00:00.000000000,CA10,736.6099999999999,60,,,,9,3,2020,23,3,2020,13,3,2020,4,951,0-15
3954,U001,200769623,WAL-MAR associates,2020-04-29 17:22:08.843750000,2020.0,1930576708.0,2020-02-28 00:00:00.000000000,2020-05-03 00:00:00.000000000,2020-02-28 00:00:00.000000000,NAGD,8170.41,60,,,,28,2,2020,3,5,2020,28,2,2020,31,2965,
3955,U001,200756072,REINHA systems,2020-03-22 23:29:44.156250000,2020.0,1930594892.0,2020-03-05 00:00:00.000000000,2020-03-20 00:00:00.000000000,2020-03-05 00:00:00.000000000,NAA8,16704.0,60,,,,5,3,2020,20,3,2020,5,3,2020,19,2264,0-15
3956,U001,200920735,ALBERT associates,2020-04-05 12:59:56.031250000,2020.0,1930669664.0,2020-03-20 00:00:00.000000000,2020-04-04 00:00:00.000000000,2020-03-20 00:00:00.000000000,NAA8,92288.44,60,,,,20,3,2020,4,4,2020,20,3,2020,19,67,0-15
3957,U001,200792734,MDV/ ,2020-05-03 19:30:20.062500000,2020.0,1930817437.0,2020-04-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,NAA8,20647.11,60,,,,22,4,2020,7,5,2020,22,4,2020,19,1797,
3958,CA02,140104429,COSTCO llc,2020-04-18 21:42:13.625000000,2020.0,2960624031.0,2020-03-27 00:00:00.000000000,2020-04-12 00:00:00.000000000,2020-04-02 00:00:00.000000000,CA10,25248.320999999996,60,,,,27,3,2020,12,4,2020,2,4,2020,4,641,0-15
3959,U001,200769623,WAL-MAR ,2020-05-18 09:40:48.156250000,2020.0,1930879503.0,2020-05-08 00:00:00.000000000,2020-05-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,NAH4,1571.04,60,,,,8,5,2020,23,5,2020,8,5,2020,32,2964,
3960,CA02,140104429,COSTCO in,2020-03-19 10:45:44.000000000,2020.0,2960617962.0,2020-03-02 00:00:00.000000000,2020-03-13 00:00:00.000000000,2020-03-03 00:00:00.000000000,CA10,1782.2839999999999,60,,,,2,3,2020,13,3,2020,3,3,2020,4,640,0-15
3961,U001,200742791,QUI co,2020-04-10 19:45:52.000000000,2020.0,1930690179.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAA8,38375.71,60,,,,24,3,2020,8,4,2020,24,3,2020,19,2210,0-15
3962,CA02,140104265,SHOPPE in,2020-03-24 01:43:00.906250000,2020.0,2960614279.0,2020-03-02 00:00:00.000000000,2020-03-20 00:00:00.000000000,2020-03-10 00:00:00.000000000,CA10,9255.448999999999,60,,,,2,3,2020,20,3,2020,10,3,2020,4,2475,0-15
3963,U001,200794332,COST co,2020-05-17 21:05:08.375000000,2020.0,1930713610.0,2020-03-27 00:00:00.000000000,2020-05-31 00:00:00.000000000,2020-03-27 00:00:00.000000000,NAGD,11907.42,60,,,,27,3,2020,31,5,2020,27,3,2020,31,625,
3964,U001,200769623,WAL-MAR llc,2020-04-28 19:06:42.437500000,2020.0,1930774883.0,2020-04-11 00:00:00.000000000,2020-04-26 00:00:00.000000000,2020-04-11 00:00:00.000000000,NAH4,8912.23,60,,,,11,4,2020,26,4,2020,11,4,2020,32,2971,0-15
3965,CA02,140104552,THE NO co,2020-04-06 12:50:40.750000000,2020.0,2960620051.0,2020-03-13 00:00:00.000000000,2020-03-30 00:00:00.000000000,2020-03-20 00:00:00.000000000,CA10,60903.591,60,,,,13,3,2020,30,3,2020,20,3,2020,4,2896,0-15
3966,U001,200769623,WAL-MAR trust,2020-05-15 15:19:13.500000000,2020.0,1930854942.0,2020-05-04 00:00:00.000000000,2020-05-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,NAH4,5908.36,60,,,,4,5,2020,19,5,2020,4,5,2020,32,2973,
3967,U001,200769623,WAL-MAR associates,2020-05-04 07:51:48.500000000,2020.0,1930813847.0,2020-04-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,NAH4,59892.9,60,,,,22,4,2020,7,5,2020,22,4,2020,32,2965,
3968,U001,200769623,WAL-MAR ,2020-05-09 14:16:45.468750000,2020.0,1930826632.0,2020-04-28 00:00:00.000000000,2020-05-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,NAH4,28318.71,60,,,,28,4,2020,13,5,2020,28,4,2020,32,2964,
3969,U001,200718130,SYSCO F co,2020-03-27 22:01:31.031250000,2020.0,1930626267.0,2020-03-09 00:00:00.000000000,2020-03-24 00:00:00.000000000,2020-03-09 00:00:00.000000000,NAA8,9065.04,60,,,,9,3,2020,24,3,2020,9,3,2020,19,2703,0-15
3970,U001,200148860,DOLLA ,2020-04-29 21:07:33.218750000,2020.0,1930780080.0,2020-04-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,2020-04-14 00:00:00.000000000,NAA8,11433.43,60,,,,14,4,2020,29,4,2020,14,4,2020,19,797,0-15
3971,U001,200705742,DOT corporation,2020-04-01 23:35:52.937500000,2020.0,1930642792.0,2020-03-12 00:00:00.000000000,2020-04-13 00:00:00.000000000,2020-03-12 00:00:00.000000000,NA32,25102.81,60,,,,12,3,2020,13,4,2020,12,3,2020,12,828,
3972,U001,200126819,MCLANE co,2020-04-10 03:28:44.781250000,2020.0,1930684399.0,2020-03-22 00:00:00.000000000,2020-04-06 00:00:00.000000000,2020-03-22 00:00:00.000000000,NAA8,25977.41,60,,,,22,3,2020,6,4,2020,22,3,2020,19,1788,0-15
3973,U001,200002965,DECA in,2020-04-13 13:20:12.500000000,2020.0,1930818347.0,2020-04-23 00:00:00.000000000,2020-04-23 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAM1,183023.56,60,,,,23,4,2020,23,4,2020,16,4,2020,33,730,
3974,U001,200780383,MEIJ us,2020-05-08 20:50:45.843750000,2020.0,1930828750.0,2020-04-27 00:00:00.000000000,2020-05-12 00:00:00.000000000,2020-04-27 00:00:00.000000000,NAA8,135963.17,60,,,,27,4,2020,12,5,2020,27,4,2020,19,1819,
3975,U001,200418007,AM ,2020-05-04 05:20:42.406250000,2020.0,1930799588.0,2020-04-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,NAA8,52107.86,60,,,,22,4,2020,7,5,2020,22,4,2020,19,87,
3976,U001,200769623,WAL-MAR systems,2020-04-20 22:24:15.792480469,2020.0,1930746962.0,2020-04-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAH4,61.29,60,,,,6,4,2020,21,4,2020,6,4,2020,32,2972,
